=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2025.11.23 18:38:01 =~=~=~=~=~=~=~=~=~=~=~=

29839950,377,2457
29841950,367,2457
29843950,362,2457
29845950,359,2457
29847950,393,2457
29849950,375,2457
29851950,366,2457
29853950,361,2457
29855950,359,2457
29857950,393,2457
29859950,375,2457
29861950,366,2457
29863950,361,2457
29865950,359,2457
29867950,358,2457
29869950,357,2457
29871951,357,2457
29873950,357,2457
29875950,357,2457
29877951,357,5733
29879951,357,5733
29881950,357,5733
29883950,357,5733
29885950,357,5733
29887950,357,5733
29889950,357,5733
29891950,392,5733
29893950,374,5733
29895950,366,5733
29897950,396,5733
29899950,377,5733
29901950,367,5733
29903950,397,5733
29905950,377,5733
29907950,367,5733
29909950,397,5733
29911950,412,5733
29913950,420,5733
29915950,389,5733
29917951,373,5733
29919950,400,5733
29921950,414,5733
29923950,421,5733
29925950,424,5733
29927951,391,5733
29929950,374,5733
29931950,401,5733
29933950,414,5733
29935950,421,5733
29937950,424,5733
29939950,426,5733
29941950,427,5733
29943950,428,5733
29945950,428,5733
29947950,428,5733
29949950,428,5733
29951950,428,5733
29953950,428,5733
29955950,428,5733
29957951,428,2457
29959951,428,2457
29961950,428,2457
29963950,428,2457
29965950,428,2457
29967950,428,2457
29969950,428,2457
29971950,428,2457
29973950,428,2457
29975950,428,2457
29977950,428,2457
29979950,428,2457
29981950,428,2457
29983950,428,2457
29985950,428,2457
29987950,428,2457
29989950,428,2457
29991950,428,2457
29993950,428,2457
29995950,428,2457
29997951,428,2457
29999950,393,2457
30001950,375,2457
30003950,401,2457
30005950,414,2457
30007950,421,2457
30009950,424,2457
30011950,391,2457
30013950,374,2457
30015950,401,2457
30017950,414,2457
30019950,421,2457
30021950,389,2457
30023950,373,2457
30025950,400,2457
30027950,414,2457
30029950,386,2457
30031950,371,2457
30033950,399,2457
30035951,378,2457
30037951,368,2457
30039950,397,2457
30041950,412,2457
30043951,385,2457
30045950,371,2457
30047950,399,2457
30049951,378,2457
30051950,368,2457
30053950,397,2457
30055950,377,2457
30057950,367,2457
30059950,362,2457
30061950,359,2457
30063950,393,2457
30065951,375,2457
30067950,366,2457
30069950,361,2457
30071950,359,2457
30073950,393,2457
30075950,375,2457
30077951,366,2457
30079950,361,2457
30081950,359,2457
30083950,358,2457
30085950,357,2457
30087950,357,2457
30089950,357,2457
30091950,357,2457
30093950,357,2457
30095950,357,2457
30097950,357,2457
30099950,357,2457
30101950,357,2457
30103950,357,2457
30105950,357,2457
30107950,357,2457
30109950,357,2457
30111950,357,2457
30113950,322,2457
30115950,339,2457
30117951,347,5733
30119950,352,5733
30121950,354,5733
30123950,355,5733
30125950,356,5733
30127950,356,5733
30129950,356,5733
30131950,356,5733
30133950,357,5733
30135950,357,5733
30137950,357,5733
30139950,357,5733
30141950,392,5733
30143950,374,5733
30145950,366,5733
30147950,396,5733
30149950,377,5733
30151950,367,5733
30153950,397,5733
30155950,412,5733
30157951,385,5733
30159950,371,5733
30161950,399,5733
30163950,413,5733
30165950,420,5733
30167950,389,5733
30169950,373,5733
30171950,400,5733
30173950,414,5733
30175950,421,5733
30177950,424,5733
30179950,426,5733
30181950,427,5733
30183950,427,5733
30185950,428,5733
30187950,428,5733
30189951,428,5733
30191951,428,5733
30193951,393,5733
30195951,410,5733
30197951,454,5733
30199950,441,5733
30201950,435,5733
30203950,431,5733
30205950,430,5733
30207950,429,5733
30209950,428,5733
30211950,428,5733
30213950,428,5733
30215950,428,5733
30217951,428,5733
30219950,428,5733
30221950,463,5733
30223950,481,5733
30225950,455,5733
30227950,442,5733
30229950,435,5733
30231950,432,5733
30233951,465,5733
30235950,482,5733
30237951,455,2457
30239950,442,2457
30241951,435,2457
30243950,432,2457
30245950,465,2457
30247950,482,2457
30249950,455,2457
30251950,442,2457
30253950,435,2457
30255950,432,2457
30257950,430,2457
30259951,429,2457
30261950,463,2457
30263950,481,2457
30265950,455,2457
30267950,442,2457
30269950,435,2457
30271950,432,2457
30273950,430,2457
30275950,429,2457
30277951,428,5733
30279950,428,5733
30281950,428,5733
30283950,428,5733
30285950,428,5733
30287950,428,5733
30289950,428,5733
30291950,428,5733
30293950,428,5733
30295951,428,5733
30297950,428,5733
30299950,428,5733
30301950,463,5733
30303950,481,5733
30305950,455,5733
30307950,442,5733
30309950,435,5733
30311950,432,5733
30313950,430,5733
30315950,464,5733
30317951,481,5733
30319950,455,5733
30321950,442,5733
30323951,435,5733
30325950,432,5733
30327950,465,5733
30329950,482,5733
30331950,455,5733
30333950,442,5733
30335950,470,5733
30337950,484,5733
30339950,457,5733
30341950,443,5733
30343950,470,5733
30345950,485,5733
30347950,457,5733
30349950,443,5733
30351950,471,5733
30353950,485,5733
30355950,457,5733
30357951,478,2457
30359950,488,2457
30361950,459,2457
30363950,444,2457
30365950,471,2457
30367950,485,2457
30369950,457,2457
30371950,443,2457
30373950,471,2457
30375950,485,2457
30377950,457,2457
30379950,443,2457
30381950,435,2457
30383950,467,2457
30385950,483,2457
30387950,456,2457
30389950,442,2457
30391950,435,2457
30393950,432,2457
30395950,430,2457
30397951,429,5733
30399950,428,5733
30401950,463,5733
30403950,481,5733
30405950,455,5733
30407950,442,5733
30409950,435,5733
30411950,432,5733
30413950,430,5733
30415951,429,5733
30417950,463,5733
30419950,481,5733
30421950,455,5733
30423950,442,5733
30425950,435,5733
30427950,467,5733
30429950,483,5733
30431950,456,5733
30433950,442,5733
30435950,435,5733
30437951,467,5733
30439950,483,5733
30441950,456,5733
30443950,442,5733
30445950,470,5733
30447950,485,5733
30449950,457,5733
30451951,443,5733
30453950,470,5733
30455950,485,5733
30457950,457,5733
30459950,478,5733
30461950,488,5733
30463950,459,5733
30465950,444,5733
30467950,471,5733
30469950,485,5733
30471950,457,5733
30473950,478,5733
30475950,488,5733
30477951,459,5733
30479950,479,5733
30481950,489,5733
30483950,459,5733
30485950,479,5733
30487950,489,5733
30489950,459,5733
30491950,479,5733
30493950,489,5733
30495950,459,5733
30497950,479,5733
30499950,489,5733
30501950,494,5733
30503950,497,5733
30505950,463,5733
30507950,481,5733
30509950,490,5733
30511951,460,5733
30513950,479,5733
30515950,489,5733
30517951,494,5733
30519950,497,5733
30521951,498,5733
30523950,499,5733
30525950,464,5733
30527950,481,5733
30529950,490,5733
30531950,495,5733
30533950,497,5733
30535950,463,5733
30537950,481,5733
30539950,490,5733
30541950,495,5733
30543950,497,5733
30545950,498,5733
30547950,499,5733
30549950,499,5733
30551950,499,5733
30553951,464,5733
30555950,482,5733
30557951,490,2457
30559950,495,2457
30561950,497,2457
30563950,498,2457
30565950,499,2457
30567950,499,2457
30569950,499,2457
30571950,464,2457
30573950,482,2457
30575950,490,2457
30577951,460,2457
30579950,479,2457
30581950,489,2457
30583950,459,2457
30585950,479,2457
30587950,489,2457
30589950,459,2457
30591950,479,2457
30593950,489,2457
30595950,459,2457
30597951,444,2457
30599950,471,2457
30601950,485,2457
30603950,457,2457
30605950,443,2457
30607950,436,2457
30609951,467,2457
30611950,483,2457
30613950,456,2457
30615950,442,2457
30617950,435,2457
30619950,432,2457
30621950,430,2457
30623950,429,2457
30625951,428,2457
30627950,463,2457
30629950,481,2457
30631950,455,2457
30633950,442,2457
30635950,435,2457
30637951,432,2457
30639950,430,2457
30641950,429,2457
30643950,428,2457
30645950,428,2457
30647950,428,2457
30649950,428,2457
30651950,428,2457
30653950,428,2457
30655950,428,2457
30657950,393,2457
30659950,375,2457
30661950,401,2457
30663950,414,2457
30665950,421,2457
30667950,424,2457
30669950,426,2457
30671950,427,2457
30673950,428,2457
30675950,393,2457
30677951,375,2457
30679950,401,2457
30681950,414,2457
30683950,421,2457
30685951,389,2457
30687951,373,2457
30689950,400,2457
30691950,414,2457
30693950,421,2457
30695950,389,2457
30697950,373,2457
30699950,400,2457
30701950,414,2457
30703950,386,2457
30705950,371,2457
30707950,399,2457
30709950,378,2457
30711950,368,2457
30713950,397,2457
30715951,377,2457
30717951,367,2457
30719950,397,2457
30721950,377,2457
30723950,367,2457
30725950,397,2457
30727950,377,2457
30729950,367,2457
30731950,397,2457
30733950,377,2457
30735950,367,2457
30737950,362,2457
30739950,359,2457
30741950,393,2457
30743950,375,2457
30745950,366,2457
30747950,361,2457
30749950,359,2457
30751950,358,2457
30753950,357,2457
30755950,357,2457
30757951,357,5733
30759951,357,5733
30761950,357,5733
30763950,392,5733
30765950,374,5733
30767950,366,5733
30769950,361,5733
30771950,359,5733
30773950,393,5733
30775950,375,5733
30777950,366,5733
30779950,396,5733
30781950,377,5733
30783950,367,5733
30785950,397,5733
30787950,412,5733
30789951,420,5733
30791950,389,5733
30793950,373,5733
30795950,400,5733
30797951,414,2457
30799950,421,2457
30801950,389,2457
30803950,373,2457
30805950,400,2457
30807950,414,2457
30809950,421,2457
30811951,424,2457
30813950,391,2457
30815950,374,2457
30817950,401,2457
30819950,414,2457
30821950,386,2457
30823950,371,2457
30825950,399,2457
